Article PubMed ID [3],Article Title,Custom predicate,UMLS CUI,UMLS object label,Confidence
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0031149,Peritoneal Neoplasms,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0025500,Mesothelioma,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0086582,Males,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0242379,Malignant neoplasm of lung,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0024121,Lung Neoplasms,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0086418,Homo sapiens,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0005558,Biopsy,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0041366,"Biomarkers, Tumor",1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0041365,Tumor Markers,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0004398,Autopsy,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0003962,Ascites,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0028829,Octogenarians,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0028296,Nonagenarians,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0007667,Centenarians,1
28381756,A Rare Case of Biphasic Malignant Peritoneal Mesothelioma with Refractory Ascites.,HAS_MESH,C0001795,"Aged, 80 and over",1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0042537,Vermont,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0701782,Aerosil,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0701781,Quso G-32,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0037098,Silicon Dioxide,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0034980,Regression Analysis,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0028798,Occupational Exposure,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0028797,Occupational Diseases,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0205847,Middle Aged,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0026062,Middle Age,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0086582,Males,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0242379,Malignant neoplasm of lung,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0024121,Lung Neoplasms,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0086418,Homo sapiens,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0086287,Females,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0086027,"Analysis, Cohort",1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0021150,Incidence Studies,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0009248,Historical Cohort Studies,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0009247,Cohort Studies,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0009040,Closed Cohort Studies,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0600366,"Biases, Statistical",1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0242569,Truncation Biases,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0242568,Biases,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0029911,Outcome Measurement Errors,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0005351,Systematic Bias,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0005347,Ecological Bias,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0005346,Bias (Epidemiology),1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0001806,"Bias, Aggregation",1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0028829,Octogenarians,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0028296,Nonagenarians,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0007667,Centenarians,1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0001795,"Aged, 80 and over",1
27821675,Lung-cancer mortality among Vermont granite workers: factors influencing exposure-response evaluation.,HAS_MESH,C0001792,Elderly (population group),1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0205953,Stilamin,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0205952,Somatofalk,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0037659,Somatostatin,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0149925,Small cell carcinoma of lung,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0524689,Lung Volume Reduction (procedure),1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0032284,Pneumonectomy,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0030957,Cyclic Peptides,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0728977,SMS 201-995,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0724649,Octreotide Acetate,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0678117,Sandostatin,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0028833,Octreotide,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0206754,Neuroendocrine Tumors,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0242379,Malignant neoplasm of lung,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0024121,Lung Neoplasms,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0086418,Homo sapiens,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C2682856,Afinitor,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1174751,Certican,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0962969,RAD 001,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0541315,everolimus,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C4082990,Etomedac,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564694,Vépéside-Sandoz,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564693,Riboposid,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564692,Onkoposid,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564691,Exitop,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564690,Etopos,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564689,Etoposido Ferrer Farma,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564687,Etoposide Pierre Fabre,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564686,Eto-GRY,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564685,Eposin,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1564684,Celltop,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C1516981,Lastet,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0887321,"Etoposide, (5a alpha,9 alpha)-Isomer",1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0887320,"Etoposide, (5a alpha)-Isomer",1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0887319,"Etoposide, (5S)-Isomer",1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0887318,"Etoposide, alpha-D-Glucopyranosyl Isomer",1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0733689,VP 16-213,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0733688,VP-16,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0733687,NSC-141540,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0723782,Toposar,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0700191,Vepesid,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0015133,Etoposide,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0376636,Disease Management,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0936226,NSC-119875,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0699666,Platinol,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0699665,Platino,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0699664,Platidiam,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0699663,Biocisplatinum,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0008838,Cisplatin,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0206695,"Carcinoma, Neuroendocrine",1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0600176,Argentaffinoma,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0205695,"Carcinoid, Goblet Cell",1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0007095,Carcinoid Tumor,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0949219,Antineoplastic Chemotherapy Protocols,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0003393,Antineoplastic Combined Chemotherapy Protocols,1
27373769,Advances in the Diagnosis and Management of Well-Differentiated and Intermediate-Differentiated Neuroendocrine Tumors of the Lung.,HAS_MESH,C0003392,Antineoplastic Agents,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C2350050,"Tomography, X-Ray Computerized Axial",1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0600352,Electron Beam Computed Tomography,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0040405,X-Ray Computed Tomography,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0008794,Cine-CT,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0040225,Time Factors,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0149925,Small cell carcinoma of lung,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C1515169,TNM Staging System,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0027646,Diagnostic Neoplasm Staging,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0205847,Middle Aged,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0026062,Middle Age,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0086582,Males,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0242379,Malignant neoplasm of lung,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0024121,Lung Neoplasms,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0086418,Homo sapiens,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0086287,Females,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C2717746,Cancer Screening Tests,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0001792,Elderly (population group),1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0007137,Squamous cell carcinoma,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C0199230,Screening for cancer,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C2350269,Early Diagnosis of Cancer,1
27364640,Final screening round of the NELSON lung cancer screening trial: the effect of a 2.5-year screening interval.,HAS_MESH,C2607925,Early Detection of Cancer,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C3537279,Zinc Finger E-Box-Binding Homeobox 1,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0917891,Xenograft Model Antitumor Assays,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0042672,Vinca Alkaloids,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0949479,Receptor Up-Regulation,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0041904,Up-Regulation (Physiology),1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0080055,Protein p53,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C1514474,Prognostic Factor,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0033325,Forecast of outcome,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C1101816,Alimta,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0936142,pemetrexed disodium,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0251353,LY 231514,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0210657,pemetrexed,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0751318,Mus domesticus,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0162416,"Mouse, Swiss",1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0026809,Mus,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0025929,Laboratory mice,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0025914,House mice,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C3179234,ERK Signal Tranduction Pathway,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C3179233,MEK-ERK Pathway,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C3179232,p38 Kinase Pathway,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C3179231,ERK1-2 Pathway,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C1621396,JNK Pathway,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0752321,MAP Kinase Signaling System,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0752320,MAP Kinase Signaling Pathways,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0752319,MAP Kinase Cascade,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0242379,Malignant neoplasm of lung,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0024121,Lung Neoplasms,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0086418,Homo sapiens,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0017268,"Gene Expression Regulation, Neoplastic",1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C1523298,epithelial to mesenchymal transition,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0949547,"Antibiotic Resistance, Neoplasm",1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0282588,"Drug Resistance, Neoplasm",1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0085983,"Cell Line, Tumor",1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C2713498,Metazoa,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C0003062,Animals,1
27270426,The ERK-ZEB1 pathway mediates epithelial-mesenchymal transition in pemetrexed resistant lung cancer cells with suppression by vinca alkaloids.,HAS_MESH,C4277577,A549 Cells,1
27270422,MiR-26a inhibits stem cell-like phenotype and tumor growth of osteosarcoma by targeting Jagged1.,HAS_MESH,C0238598,Young Adult,1
27270422,MiR-26a inhibits stem cell-like phenotype and tumor growth of osteosarcoma by targeting Jagged1.,HAS_MESH,C0038953,Survival Analysis,1
27270422,MiR-26a inhibits stem cell-like phenotype and tumor growth of osteosarcoma by targeting Jagged1.,HAS_MESH,C0086982,Signal Transduction Pathways,1
